sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
36,20/07/2025,9-4/2025-26/2071/PCA,-,-,"Some people living in Konimedu area mixed the poison in raw meat to street dogs in the motive of killing them. One mother dog died after eating poisoned food. Seven puppies are roaming alone without their mother. We always put food to street dogs. People are telling us not to put food for street dogs. Because of we provide food to dogs, they are roaming in this area. These people dont have humanity. Providing food to street dogs is an offence? Please consider my concern and take action on such kind of people who dont have humanity.","Konimedu, Redhills",-,-,-,24/07/2025,30,1,dog,stray,harm_or_threat_to_dogs
37,16/07/2025,9-4/2025-26/2053/PCA,BAGURDEEN,-,"On 13/07/2025 at 4:30 PM, near Baguruteen property in Purakarai Village, Ramanathapuram, 1 cow and 5 goats were poisoned to death. Perpetrators: Baguruteen and co-occupants of the property Fir No 112/2025 Tiruppalaikudi Police station","Purakarai Village, Uppur PO,
R.S. Mangalam Taluk,
Ramanathapuram District – 623531
Mobile: 7402013601",-,-,-,21/07/2025,30,1,cow,Not Applicable,Not Applicable
38,04/07/2025,9-4/2025-26/2000/PCA,unkown,-,A Street Dog is attacked cruelty by two persons in today 4th July 2025 at 9.35 P.M. The persons are used street stones to attack the dog . They have  already attacked the dog every day by midnight. If the dog is dead the above persons are the responsible,"19B Velayutham Pillai Street
Goripalayam
Madurai",-,-,-,14/07/2025,30,1,dog,stray,harm_or_threat_to_dogs
39,30/06/2025,9-4/2025-26/1989/PCA,Surya Murugesan,-,One of our neighbor brutally attacked with stone and killed the dog a month ago and they again brutally attacked our dog today and the dog is in bery critical stage where her eye is bulged out and bleeding.,"1/297, Pattavarthy, Jammanahalli, Pappireddipatti",-,-,-,14/07/2025,30,1,dog,pet,harm_or_threat_to_dogs
40,12/06/2025,9-4/2025-26/1902/PCA,Executive Engineer,-,"Subject: Complaint against TNEB Officials for Negligent Power Disconnection Leading to Death of 14,000 Poultry Birds
Respected Sir/Madam,
I am K. Chellamuthu Pandian, a licensed poultry farmer operating in Palayapuram alias Kongankulam, under the jurisdiction of P. Thiruvengadapuram Panchayat, Vembakottai Taluk, Virudhunagar District, Tamil Nadu. I have been running this poultry farm for the past three years with a valid loan sanctioned by Federal Bank near the Cotton Market, Rajapalayam.My farm is fully automated with a capacity to rear 22,000 chicks, equipped with cooling systems and ventilation that depend entirely on uninterrupted electricity. On 16.04.2025, I procured 14,931 day-old chicks from MBS Company, Srivilliputhur Branch. The power supply for my farm is under TNEB consumer number 07297008267, category 3A1, provided through the Kallamanaickanpatti TNEB office.During a previous period of business inactivity, I was issued a fine of Rs. 32,000 for excess usage last year. I have already paid Rs. 6,000 and informed TNEB authorities EE and AAO, Ponnagaram office, both verbally and in writing, that I would pay the balance in three installments. Initially, I was asked to wait, but later, they insisted on full payment.The electricity bill for May 2025 amounted to Rs. 22,233, and with the pending dues, the total came to Rs. 49,719. Though I had time until 19.05.2025 to pay, I arranged the full amount and paid it in person on 16.05.2025 at 3:30 PM at the TNEB office.Shockingly, when I returned to the farm at 6:00 PM, I found that the power supply had been disconnected around 12:00 PM that afternoon without any prior notice, even though the payment was already made. Due to the shutdown of the cooling and ventilation systems, around 14,000 chicks, aged one month, suffocated and died within hours.I had already informed the AE and field staff on 15.05.2025 that any disconnection would result in a massive loss of life due to the heat. Yet, they insisted that the payment must be made or the supply would be disconnected. Despite complying with this demand, they proceeded with disconnection, showing utter disregard for animal life and welfare.The estimated value of the dead chicks is around Rs. 30 lakhs, causing not only a major financial disaster for me but also an unprecedented case of animal cruelty due to the negligence of government officials. This act of willful disconnection without notice, despite knowledge of the risks to animal life, clearly violates the Prevention of Cruelty to Animals Act, 1960.
therefore request the Animal Welfare Board of India to:
1. Initiate an immediate inquiry into the conduct of the AE, EE, AAO, and other TNEB staff involved.

2. Hold them accountable for their negligence that directly caused the death of over 14,000 poultry birds.


3. Recommend strict disciplinary and legal action against the officials under relevant provisions of animal welfare laws.


4. Ensure that guidelines be issued to all power utility providers to prevent such incidents in future, particularly for poultry, dairy, and livestock farms where electricity is essential for survival.
The , causing not only a major financial disaster for me but also an unprecedented case of animal cruelty due to the negligence of government officials. This act of willful disconnection without notice, despite knowledge of the risks t

5. Support me in obtaining compensation of Rs. 30 lakhs for the massive loss I have incurred.","S.F.NO. 1530/1,CHIDAMBARAM FIRE WORKS
ROAD,NATHIKKUTTI,VEMBAKOTTAI",-,-,-,22/10/2025,30,1,bird,Not Applicable,harm_due_to_fear
41,12/06/2025,9-4/2025-26/1900/PCA,Raja alias marudappan,-,"Dest madam/sir,
This person raja and another lady named kala living in kuberan city have poisoned the local dogs here. Many dogs and a cat have died frothing at the mouth.
I beleive the lady is the inciting party, as she tells passerbys to stone and kill dogs.","Kuberan city, ethancaud, north thamaraikulam post",-,-,-,14/07/2025,30,1,dog,stray,harm_or_threat_to_dogs
42,05/06/2025,9-4/2025-26/1873/PCA,UNKNOWN,-,The sudden and suspicious death of a female street dog in my locality which i suspect that somebody poisoned intentionally. the incident took place on 5/6/2025. and i seek urgent protection for the remaining animals in my locality. kindly take the immediate action.,"ANNA NAGAR, SBIOA SCHOOL ROAD,
AIRPORT POST",-,-,-,22/10/2025,30,1,dog,stray,harm_or_threat_to_dogs
43,01/06/2025,9-4/2025-26/1851/PCA,-,-,"A pet cat was caged full time , its owner not giving its right to move around. The cat seems mentally affected and continuously meowing day and night.. the same thing was done for a dog earlier ,","Swamy nursery school, ganapathiyapuram",-,-,-,14/07/2025,30,1,cat,Not Applicable,Not Applicable
44,23/05/2025,9-4/2025-26/1807/PCA,Babuhasan,-,"The resident always complains about smell from our balcony, since we have a dog.","Jamals Luxor, Poonamallee high road, Seneerkuppam, chennai",-,-,-,03/10/2025,30,1,dog,pet,Not Applicable
45,03/05/2025,9-4/2025-26/1747/PCA,-,-,"A horse in a very bad shape, with its legs tied and no water or food has been kept out in the sun with no shade. The horse is tied on the side of the road.","Opposite to ali towers, on the road. Greams Rd, Thousand Lights East, Thousand Lights, Chennai, Tamil Nadu 600006",-,-,-,06/05/2025,30,1,horse,Not Applicable,Not Applicable
46,02/05/2025,9-4/2025-26/1744/PCA,-,-,The accused who is a lady is kicking the 1 month old puppies and threatening to kill them. I feed them in my parking area but getting harassed everyday. Please help them.,"Flat no. F-3,8A Block, Aishwaryam Galaxy, Masjid Road, Indira N agar, Kovilpathagai,Avadi",-,-,-,06/05/2025,30,1,dog,stray,harm_or_threat_to_dogs_and_feeders
47,02/05/2025,9-4/2025-26/1743/PCA,Muralidharan,-,Dear Sir he is using illegal medicine for milking the cow and cheating of selling cows to public citizens so kindly request to take necessary action to save the cows,"37/21,NANAYAKKARA STREET ,KUMBAKONAM,THANJAVUR -612001",-,-,-,05/05/2025,30,1,cow,Not Applicable,Not Applicable
48,29/04/2025,9-4/2025-26/1728/PCA,-,-,"Beating street dogs unnecessarily,false accusing street dog about biting and harassing us for feeding stray dog,not even letting them to sleep on road,saying that the road belongs to her.Threatening to kill/poison the dogs and to beat us up.Also trying to relocate the dogs through gov by false accusations.","44A/1, Pattabiraman Pillai Street,Tennur,trichy-17",-,-,-,06/05/2025,30,1,dog,stray,harm_or_threat_to_dogs_and_feeders
49,22/04/2025,9-4/2025-26/1707/PCA,Satyamoorthy,-,"Valuable sir, My name is Ramajayam, I am working at the airport in Chennai.My father is working abroad. My mother and my grandmother have been living alone at home alone. We have been growing goat cattle for the past several years. As usual, the cows were tied up on the rope. we are growing up in the cows, the calf has been tied to a cow, a man from Umattanadu village, Satyamoorthy, who tied the beef into a tree and was severely beaten in the forehead with wooden bundles. The cow fell down and died on the spot. The above person continues to do things like beating cattle and abducting them.Since the above mentioned person is severely addicted to alcohol and cannabis.","Udaiyanadu to Umattanadu road 
Nearby Government Hospital-Umattanadu 
Peravurani,Thanjavur-614802",-,-,-,28/04/2025,30,1,cow,Not Applicable,harm_or_threat_to_dogs_and_feeders
